,ObjectID,GlobalID,_focal_resource_label,sg_dependence,resource_quality_change,resource_quantity_change,management,compliance,ParentGlobalID,CreationDate,Creator,EditDate,Editor,management_other,focal_resource,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,communities
42,51,bae7c0e2-8401-49c4-a511-9e00445f1ded,matewo (60),mod,better,more,none,,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,5/23/2023 2:35:21 PM,rthoms_wri,5/23/2023 2:37:01 PM,rthoms_wri,,60,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1,"ilha,nhamua,josina_machel,chamane,sahane"
43,52,877d0455-b221-496d-847b-a7d94aee652a,"mapalo, mavalo (61)",high,sig_worse,sig_less,seasonal_harvest,50_75,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,5/23/2023 2:35:21 PM,rthoms_wri,5/23/2023 2:37:01 PM,rthoms_wri,,61,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,1,"ilha,nhamua,josina_machel"
44,53,ac1bab58-94eb-4398-85af-2552eff45b41,mihili (1),none,no_change,sig_less,gear_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
45,54,7a815c2e-efc4-4f4d-be93-e50b33fc20d9,mavionho  (2),none,no_change,sig_less,gear_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1,"nhamua,josina_machel,chamane,marrambone,mucucune,nhamaxaxa,nguja"
46,55,ae6a9efe-5813-480b-9717-35cb89b6eddf,dzipata (4),high,no_change,sig_less,species_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1,nguja
47,56,e3973994-a3dd-44b0-8323-a0535d5b2288,sigulula  (6),mod,no_change,sig_less,gear_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1,"josina_machel,marrambone,mucucune,nhampossa,njuga"
48,57,bd3e6a19-b0c8-4b57-a052-4dba766c9420,dzindrolo (50),high,no_change,sig_less,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
49,58,9a8b2f7d-0429-4062-add1-9afef8dc5489,mavandzi (56),high,no_change,sig_less,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
50,59,39a1fd4a-3cf1-4eeb-bdc4-eea19a26dee2,nhamunhe (63),none,no_change,sig_less,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,63,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1,"mucucune,sahane,nguja"
51,60,8450937c-5409-4d55-805d-b9324ff707cc,simbatsani (69),none,no_change,no_change,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,5/24/2023 11:29:28 AM,rthoms_wri,5/24/2023 11:29:28 AM,rthoms_wri,,69,simbatsani,simbatsani,,Garfarium pectinatum,Veneridae,mollusc,bivalve,1,"sahane,nguja"
52,61,7136c95c-9a44-4b0b-8ef3-db13773fad93,mihili (1),low,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
53,62,63a4faec-a3c4-4932-9677-7f178289d2b5,mavionho  (2),high,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,02,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1,"nhamua,josina_machel,chamane,marrambone,mucucune,nhamaxaxa,nguja"
54,63,9a00ea9a-cd34-43fd-8063-9852c6e63aed,salani (3),high,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1,"ilha,josina_machel,chamane,marrambone,mucucune,nhamaxaxa"
55,64,2f148dd1-57e5-40f7-a23a-dda1cbf7f356,"sardinha, mboweni (11)",none,no_change,no_change,none,,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1,nhamaxaxa
56,65,1fe4a5de-60da-4664-9953-b1a4dc5c4705,dzindrolo (50),high,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
57,66,0d2800a0-26a2-4609-86ec-0413772f49ea,mavandzi (56),high,no_change,less,none,,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
58,67,0d9d4dee-65bf-4c4c-b7e1-bdd3fd179752,nhamunhe (63),high,no_change,no_change,none,,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,63,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1,"mucucune,sahane,nguja"
59,68,8acae2be-0e74-4404-969f-08d82d1e39b2,nhandrendre (65),high,no_change,no_change,none,,3bfefeff-a922-4545-b451-ac01818ea943,5/24/2023 11:29:29 AM,rthoms_wri,5/24/2023 11:29:29 AM,rthoms_wri,,65,nhandrendre,,,,,mollusc,bivalve,0,
60,69,fad0a6ed-f404-49c5-ba9c-12ad9fa9cdbb,mihili (1),high,sig_worse,sig_less,gear_closure,75_100,37c82799-2da6-46b1-b248-26516978bbba,5/24/2023 11:29:32 AM,rthoms_wri,5/24/2023 11:29:32 AM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
61,70,8f80a2a2-6be8-47a6-b420-5c059b40cfa5,dzindrolo (50),low,sig_worse,sig_less,none,,37c82799-2da6-46b1-b248-26516978bbba,5/24/2023 11:29:32 AM,rthoms_wri,5/24/2023 11:29:32 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
62,71,10d1064d-4d77-4061-9eed-34968f136b32,mavandzi (56),low,no_change,sig_less,none,,37c82799-2da6-46b1-b248-26516978bbba,5/24/2023 11:29:32 AM,rthoms_wri,5/24/2023 11:29:32 AM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
63,72,824357b2-d8c2-4d93-b4e1-ee0b21c1777d,matewo (60),high,no_change,no_change,none,,37c82799-2da6-46b1-b248-26516978bbba,5/24/2023 11:29:32 AM,rthoms_wri,5/24/2023 11:29:32 AM,rthoms_wri,,60,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1,"ilha,nhamua,josina_machel,chamane,sahane"
64,73,dc94cefb-647d-4273-9bb2-db9936738c4b,nhamunhe (63),none,no_change,no_change,none,,37c82799-2da6-46b1-b248-26516978bbba,5/24/2023 11:29:32 AM,rthoms_wri,5/24/2023 11:29:32 AM,rthoms_wri,,63,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1,"mucucune,sahane,nguja"
65,74,1ab45d79-1b67-44c7-bb04-12e6bc4a00d0,simbatsani (69),none,no_change,no_change,none,,37c82799-2da6-46b1-b248-26516978bbba,5/24/2023 11:29:32 AM,rthoms_wri,5/24/2023 11:29:32 AM,rthoms_wri,,69,simbatsani,simbatsani,,Garfarium pectinatum,Veneridae,mollusc,bivalve,1,"sahane,nguja"
66,75,cf8aca28-7f0a-4c8b-8623-9dafa284eec3,dzindrolo (50),high,sig_worse,unsure,gear_closure,75_100,3260319c-bff4-4d3f-82d0-1d1886d7f048,5/25/2023 6:03:21 AM,rthoms_wri,5/25/2023 6:03:21 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
67,76,0b008389-a21b-42f0-8a88-b091b89e5bb0,gihologo (52),none,sig_worse,sig_less,gear_closure,75_100,3260319c-bff4-4d3f-82d0-1d1886d7f048,5/25/2023 6:03:21 AM,rthoms_wri,5/25/2023 6:03:21 AM,rthoms_wri,,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1,"madava, kuguana, morrumbene"
68,77,484e1442-0f74-48ff-a030-dd410cf75ed2,masaba (53),none,no_change,no_change,gear_closure,75_100,3260319c-bff4-4d3f-82d0-1d1886d7f048,5/25/2023 6:03:21 AM,rthoms_wri,5/25/2023 6:03:21 AM,rthoms_wri,,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1,"madava,kuguana"
69,78,256495f4-5c6d-4bd6-b384-4de2fc2142c6,mavandzi (56),high,sig_worse,sig_less,gear_closure,75_100,3260319c-bff4-4d3f-82d0-1d1886d7f048,5/25/2023 6:03:21 AM,rthoms_wri,5/25/2023 6:03:21 AM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
70,79,71c99abb-5547-4754-8ed4-a4f2152f7c4c,nhanguedwa (68),none,no_change,sig_less,none,,3260319c-bff4-4d3f-82d0-1d1886d7f048,5/25/2023 6:03:21 AM,rthoms_wri,5/25/2023 6:03:21 AM,rthoms_wri,,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1,"madava,kuguana,morrumbene"
71,80,9c6c7d00-37a8-4df1-b149-ad525b983c19,nhakumbe (70),none,no_change,sig_less,none,,3260319c-bff4-4d3f-82d0-1d1886d7f048,5/25/2023 6:03:21 AM,rthoms_wri,5/25/2023 6:03:21 AM,rthoms_wri,,70,nhakumbe,,Amêijoa,Serratina capsoides,Tellinidae,mollusc,bivalve,1,madava
72,81,dccb523f-e062-4313-8523-7d4685462712,togoma (78),low,no_change,sig_less,none,,3260319c-bff4-4d3f-82d0-1d1886d7f048,5/25/2023 6:03:21 AM,rthoms_wri,5/25/2023 6:03:21 AM,rthoms_wri,,78,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1,"mucucune,nhampossa,madava,kuguana"
73,82,a3bef7c8-e42d-4ed2-8f18-1f1c31a3b425,mihili (1),none,sig_worse,sig_less,other,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,5/25/2023 6:03:23 AM,rthoms_wri,5/25/2023 6:03:23 AM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
74,83,2b0e74fc-0aae-435b-99e6-04ff9cc8eee0,dzindrolo (50),none,sig_worse,sig_less,other,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,5/25/2023 6:03:23 AM,rthoms_wri,5/25/2023 6:03:23 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
75,84,385e545f-4a07-46e5-941a-b6f28d55a645,gihologo (52),none,sig_worse,sig_less,gear_closure,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,5/25/2023 6:03:23 AM,rthoms_wri,5/25/2023 6:03:23 AM,rthoms_wri,,52,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1,"madava, kuguana, morrumbene"
76,85,397f7421-0952-45a8-b166-d61610e82b33,masaba (53),none,no_change,less,gear_closure,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,5/25/2023 6:03:23 AM,rthoms_wri,5/25/2023 6:03:23 AM,rthoms_wri,,53,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1,"madava,kuguana"
77,86,7cf1956d-cc0c-4058-a120-ace6b5b7cbe8,"gudua, girumba (55)",low,sig_worse,sig_less,other,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,5/25/2023 6:03:23 AM,rthoms_wri,5/25/2023 6:03:23 AM,rthoms_wri,,55,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1,kuguana
78,87,5a0673c6-5517-4937-a35d-b3ab7818773b,mavandzi (56),none,sig_worse,sig_less,gear_closure,0_25,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,5/25/2023 6:03:23 AM,rthoms_wri,5/25/2023 6:03:23 AM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
79,88,02ceca62-1e57-4a41-8e60-587bf3c2b363,nhanguedwa (68),none,better,more,other,,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,5/25/2023 6:03:23 AM,rthoms_wri,5/25/2023 6:03:23 AM,rthoms_wri,,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1,"madava,kuguana,morrumbene"
80,89,f6a205c1-67ce-49b4-8983-0a277db088be,nhatogue (73),none,sig_worse,sig_less,other,0_25,c5f56d78-c28b-4228-ad44-fb8b72a43ab2,5/25/2023 6:03:23 AM,rthoms_wri,5/25/2023 6:03:23 AM,rthoms_wri,,73,nhatogue,,Amêijoa,Eumarcia paupercula,Veneridae,mollusc,bivalve,0,
81,90,6465a502-079f-4b15-9720-e749e457bf34,mihili (1),none,sig_worse,sig_less,gear_closure,100,05d15b5d-f3fa-4464-8670-8bab8e40017c,5/25/2023 6:03:24 AM,rthoms_wri,5/25/2023 6:03:24 AM,rthoms_wri,,01,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
82,91,d4aa72ef-6525-4909-982b-f0f6b16aa970,tsava (10),none,no_change,no_change,gear_closure,100,05d15b5d-f3fa-4464-8670-8bab8e40017c,5/25/2023 6:03:24 AM,rthoms_wri,5/25/2023 6:03:24 AM,rthoms_wri,,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1,morrumbene
83,92,7c18cd81-f219-41b6-afd3-703dfa46eba4,dzindrolo (50),mod,worse,sig_less,gear_closure,100,05d15b5d-f3fa-4464-8670-8bab8e40017c,5/25/2023 6:03:24 AM,rthoms_wri,5/25/2023 6:03:24 AM,rthoms_wri,,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
84,93,0dabe7a0-18b3-4f81-a9c2-e098ba5fac57,"honho, girumba (54)",high,no_change,sig_less,gear_closure,100,05d15b5d-f3fa-4464-8670-8bab8e40017c,5/25/2023 6:03:24 AM,rthoms_wri,5/25/2023 6:03:24 AM,rthoms_wri,,54,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1,morrumbene
85,94,40041e6b-4867-4657-ba6e-05f3b24a6419,mavandzi (56),none,sig_worse,sig_less,gear_closure,100,05d15b5d-f3fa-4464-8670-8bab8e40017c,5/25/2023 6:03:24 AM,rthoms_wri,5/25/2023 6:03:24 AM,rthoms_wri,,56,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1,"ilha,nhamua,josina_machel,chamane,marrambone,mucucune,nhampossa,madava,kuguana,nhamaxaxa,sahane,nguja,morrumbene"
86,95,ec1633a5-e48e-4129-9e49-21650cb7e0d4,mahutu (64),none,no_change,no_change,other,100,05d15b5d-f3fa-4464-8670-8bab8e40017c,5/25/2023 6:03:24 AM,rthoms_wri,5/25/2023 6:03:24 AM,rthoms_wri,,64,lihutu,mahutu,Amêijoa,Siliqua polita,Pharidae,mollusc,bivalve,1,morrumbene
87,96,7fa6694c-1259-4687-a1f5-6eb5bbf1d2bf,nhanguedwa (68),none,sig_worse,sig_less,other,100,05d15b5d-f3fa-4464-8670-8bab8e40017c,5/25/2023 6:03:24 AM,rthoms_wri,5/25/2023 6:03:24 AM,rthoms_wri,,68,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1,"madava,kuguana,morrumbene"
