,focal_resource,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,sg_dep_median,sg_dep_cat,prop_cap_hot,prop_cap_cold,days_hot,days_cold,cap_daily_hot,cap_daily_cold,cap_monthly_hot,cap_monthly_cold,cap_income_hot,cap_income_cold,val_trade_hot,val_trade_cold,activity_income_hot,activity_income_cold,income_fr_hot,income_fr_cold,tot_income_hot,tot_income_cold,prop_income_hot,prop_income_cold,id,ccp,gender,fish_pract,pract_cat,seagrass
152,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.1333333333333333,0.2333333333333333,4.0,2.0,1.0,3.0,8.0,12.0,0.0,1439.9999999999998,0.0,0.0,0.0,0.0,0.0,1439.9999999999998,10752.0,2039.9999999999998,0.0,0.7058823529411764,17022023NHCHB03,nhamaxaxa,m,gill_net,fish,1.0
157,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.1,0.0666666666666666,4.0,0.0,1.0,,8.0,,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,3600.0,800.0,0.4444444444444444,0.0,17022023NHCHB05,nhamaxaxa,m,hand_line,fish,1.0
86,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.2666666666666666,0.1,15.0,2.0,5.0,2.0,150.0,8.0,10999.999999999996,533.3333333333333,6249.999999999997,466.66666666666663,1500.0,100.0,17249.999999999993,999.9999999999999,28429.999999999993,7378.666666666666,0.6067534294759056,0.1355258402602096,02022023MARB06,marrambone,m,hand_line,fish,1.0
42,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.2,0.0666666666666666,5.0,3.0,4.0,1.0,40.0,6.0,3600.0,600.0,0.0,0.0,0.0,0.0,3600.0,600.0,19519.04761904762,6535.428571428572,0.1844352281044157,0.09180729212205999,04022023CHAB03,chamane,m,hand_line,fish,1.0
56,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.2333333333333333,0.2,2.0,2.0,20.0,6.0,80.0,24.0,1056.0000000000002,369.6,0.0,0.0,0.0,0.0,1056.0000000000002,369.6,3479.733333333334,1068.8000000000002,0.30347153038547015,0.3458083832335329,04022023CHAB08,chamane,m,gill_net,fish,1.0
32,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.1666666666666666,0.1333333333333333,3.0,1.0,3.0,1.0,18.0,2.0,900.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,2700.0,0.0,0.3333333333333333,0.0,15022023JOSB06,josina_machel,m,hand_line,fish,1.0
4,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.1,0.2666666666666666,7.0,3.0,12.0,24.0,168.0,144.0,5174.4,4276.8,0.0,0.0,0.0,0.0,5174.4,4276.8,16632.0,38544.00000000001,0.3111111111111111,0.11095890410958903,16022023NHMUB07,nhamua,m,gill_net,fish,1.0
15,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.2333333333333333,0.2,14.0,4.0,60.0,24.0,,192.0,30240.000000000004,3744.0000000000005,0.0,0.0,38000.0,38000.0,30240.000000000004,3744.0000000000005,90416.0,44552.0,0.3344540789240843,0.08403663135212786,16022023NHMUB06,nhamua,m,gill_net,fish,1.0
237,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.3,0.0666666666666666,3.0,2.0,24.0,18.0,144.0,72.0,2851.2,1584.0,0.0,0.0,0.0,0.0,2851.2,1584.0,5821.200000000001,2178.0,0.48979591836734687,0.7272727272727273,19022023ILHB07,ilha,m,gill_net,fish,1.0
20,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.3666666666666666,0.3666666666666666,3.0,2.0,10.0,8.0,60.0,32.0,4050.0,2000.0,0.0,0.0,0.0,0.0,4050.0,2000.0,8325.0,4225.0,0.4864864864864865,0.47337278106508873,15022023JOSB01,josina_machel,m,gill_net,fish,1.0
39,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.2333333333333333,0.1,1.0,1.0,2.0,1.0,4.0,2.0,66.66666666666666,33.33333333333333,0.0,0.0,600.0,600.0,66.66666666666666,33.33333333333333,733.3333333333333,666.6666666666666,0.09090909090909091,0.049999999999999996,04022023CHAB02,chamane,m,hand_line,fish,1.0
63,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.0666666666666666,0.0,3.0,,1.5,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18326.666666666664,15433.333333333334,0.0,0.0,02022023MARB02,marrambone,f,shrimp_net,shrimp_net,1.0
51,03,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,0.5,none,0.3,0.2333333333333333,9.0,2.0,3.0,1.5,54.0,6.0,8640.0,768.0000000000001,0.0,0.0,0.0,0.0,8640.0,768.0000000000001,30822.619047619046,3834.666666666667,0.2803136224943031,0.20027816411682894,04022023CHAB07,chamane,m,hand_line,fish,1.0
187,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,0.4,0.1666666666666666,3.0,2.0,12.0,3.0,72.0,12.0,1950.0000000000005,325.00000000000006,0.0,0.0,0.0,0.0,1950.0000000000005,325.00000000000006,3588.000000000001,2665.0,0.5434782608695652,0.12195121951219515,04032023NGUB05,nguja,m,gill_net,fish,1.0
184,04,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,3.0,high,0.3666666666666666,0.3,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,04032023NGUB04,nguja,m,hand_line,fish,1.0
103,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.0666666666666666,0.1666666666666666,1.0,6.0,7.5,17.5,15.0,210.0,800.0,11200.0,0.0,0.0,4000.0,4000.0,800.0,11200.0,32500.0,20496.666666666664,0.024615384615384615,0.5464303138721744,31012023MUB02,mucucune,m,fence_trap,fish,2.0
186,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.2,0.3333333333333333,3.0,5.0,1.0,3.0,6.0,30.0,390.00000000000006,1300.0,0.0,0.0,0.0,0.0,390.00000000000006,1300.0,3588.000000000001,2665.0,0.10869565217391303,0.4878048780487805,04032023NGUB05,nguja,m,gill_net,fish,2.0
188,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.2666666666666666,0.5333333333333333,5.0,7.0,5.0,10.0,50.0,140.0,2666.666666666666,8400.0,0.0,0.0,0.0,0.0,2666.666666666666,8400.0,2846.666666666666,8400.0,0.936768149882904,1.0,04032023NGUB06,nguja,m,gill_net,fish,2.0
21,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.5666666666666667,0.5666666666666667,3.0,2.0,10.0,8.0,60.0,32.0,4050.0,2000.0,0.0,0.0,0.0,0.0,4050.0,2000.0,8325.0,4225.0,0.4864864864864865,0.47337278106508873,15022023JOSB01,josina_machel,m,gill_net,fish,2.0
183,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.2333333333333333,0.2333333333333333,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,04032023NGUB04,nguja,m,hand_line,fish,2.0
90,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.2,0.2,4.0,2.0,30.0,8.0,240.0,32.0,10800.0,639.9999999999999,6400.0,853.3333333333333,0.0,0.0,17200.0,1493.333333333333,41391.8,9924.583333333332,0.415541242468315,0.15046811369075108,02022023MARB07,marrambone,m,gill_net,fish,2.0
98,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.1,0.1333333333333333,3.0,4.0,24.0,30.0,144.0,240.0,8448.0,17600.0,0.0,0.0,0.0,0.0,8448.0,17600.0,46944.0,72352.0,0.17995910020449898,0.24325519681556834,31012023MUCB01,mucucune,m,fence_trap,fish,2.0
81,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.0333333333333333,0.3333333333333333,2.0,4.0,5.0,3.0,20.0,24.0,700.0,1319.9999999999998,828.0,441.5999999999999,6500.0,6500.0,1528.0,1761.5999999999997,49668.66666666666,26501.6,0.03076386185791177,0.0664714583270444,02022023MARB05,marrambone,m,fence_trap,fish,2.0
31,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.2666666666666666,0.1333333333333333,3.0,1.0,3.0,1.0,18.0,2.0,900.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,2700.0,0.0,0.3333333333333333,0.0,15022023JOSB06,josina_machel,m,hand_line,fish,2.0
115,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.0666666666666666,0.0666666666666666,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4180.0,4737.333333333333,0.0,0.0,31012023MUCB06,mucucune,m,gill_net,fish,2.0
177,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.1,0.4666666666666667,7.0,5.0,,4.0,,40.0,0.0,1866.6666666666665,0.0,0.0,0.0,0.0,0.0,1866.6666666666665,3040.0,2880.0,0.0,0.6481481481481481,04032023NGUB01,nguja,m,hand_line,fish,2.0
75,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.1333333333333333,0.1666666666666666,2.0,1.0,3.0,12.0,12.0,24.0,400.0,1733.3333333333333,0.0,0.0,0.0,0.0,400.0,1733.3333333333333,27749.999999999996,28613.333333333332,0.014414414414414416,0.06057781919850885,02022023MARB04,marrambone,f,gill_net,fish,2.0
64,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0.0666666666666666,0.0,5.0,,1.5,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18326.666666666664,15433.333333333334,0.0,0.0,02022023MARB02,marrambone,f,shrimp_net,shrimp_net,2.0
10,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,0.0,none,0.1333333333333333,0.0,1.0,,20.0,,40.0,,250.0,0.0,233.33333333333331,0.0,6000.0,6000.0,483.3333333333333,0.0,11973.333333333332,7700.666666666666,0.04036748329621381,0.0,13022023NHMUB03,nhamua,m,gill_net,fish,0.0
5,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,0.0,none,0.3,0.0666666666666666,2.0,7.0,12.0,48.0,48.0,,1478.3999999999999,21436.800000000007,0.0,0.0,0.0,0.0,1478.3999999999999,21436.800000000007,16632.0,38544.00000000001,0.08888888888888888,0.5561643835616439,16022023NHMUB07,nhamua,m,gill_net,fish,0.0
220,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,0.1,0.2,4.0,6.0,4.0,6.0,32.0,72.0,6666.666666666667,15000.0,0.0,0.0,0.0,0.0,6666.666666666667,15000.0,11566.666666666668,27800.0,0.5763688760806917,0.539568345323741,08032023MORB08,morrumbene,m,hand_line,fish,1.0
215,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,0.2666666666666666,0.1666666666666666,7.0,3.0,75.0,37.5,1050.0,225.0,9450.0,3300.0,0.0,0.0,0.0,1250.0,9450.0,3300.0,48326.666666666664,6302.666666666666,0.19554421299489586,0.5235878993018829,01022023MORB07,morrumbene,m,drag_net,fish,1.0
206,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,0.3333333333333333,0.1666666666666666,5.0,5.0,15.0,6.0,150.0,60.0,6000.0,3000.0,2999.9999999999995,1049.9999999999998,0.0,0.0,9000.0,4050.0,21260.0,11350.0,0.4233301975540922,0.3568281938325991,01022023MORBO5,morrumbene,m,fence_trap,fish,1.0
210,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,0.1,0.1333333333333333,5.0,3.0,125.0,75.0,1250.0,450.0,34125.0,12600.0,0.0,0.0,0.0,0.0,34125.0,12600.0,63280.0,42665.0,0.5392699115044248,0.29532403609515995,O1O22023MOR06,morrumbene,m,drag_net,fish,1.0
149,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.0666666666666666,0.2333333333333333,4.0,2.0,3.0,1.0,24.0,4.0,800.0,100.0,0.0,0.0,0.0,0.0,800.0,100.0,1394.5333333333333,271.73333333333335,0.5736686107658476,0.3680078508341511,17022023NHCHB01,nhamaxaxa,f,shrimp_net,shrimp_net,2.0
24,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.8,0.6666666666666666,8.0,6.0,5.0,2.0,80.0,24.0,2133.333333333333,600.0,0.0,0.0,0.0,0.0,2133.333333333333,600.0,2133.333333333333,1560.0,1.0,0.38461538461538464,15022023JOSB03,josina_machel,m,glean,glean,2.0
207,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.2,0.2666666666666666,8.0,4.0,10.0,5.0,160.0,40.0,2933.333333333333,1466.6666666666665,1866.6666666666665,466.66666666666663,0.0,0.0,4800.0,1933.333333333333,21260.0,11350.0,0.2257761053621825,0.1703377386196769,01022023MORBO5,morrumbene,m,fence_trap,fish,2.0
175,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.7666666666666667,0.0666666666666666,15.0,15.0,12.0,7.0,360.0,210.0,9720.0,9100.0,0.0,0.0,0.0,0.0,9720.0,9100.0,9720.0,9100.0,1.0,1.0,14022023SAHB08,sahane,m,fence_trap,fish,2.0
168,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.8333333333333334,0.8333333333333334,10.0,10.0,4.5,5.5,90.0,110.0,2400.0,2750.0,0.0,0.0,0.0,300.0,2400.0,2750.0,2400.0,3050.0,1.0,0.9016393442622951,14022023SAHB03,sahane,f,glean,glean,2.0
22,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.6333333333333333,0.6666666666666666,13.0,13.0,10.0,12.0,260.0,312.0,11700.0,13000.0,0.0,0.0,0.0,0.0,11700.0,13000.0,11700.0,29000.0,1.0,0.4482758620689655,15022023JOSB02,josina_machel,m,diving,fish,2.0
132,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.2,0.2666666666666666,4.0,3.0,12.0,36.0,96.0,216.0,3519.9999999999995,12671.999999999998,0.0,0.0,200.0,0.0,3519.9999999999995,12671.999999999998,19945.0,37738.666666666664,0.1764853346703434,0.33578292820802713,08022023MADB05,madava,m,gill_net,fish,2.0
202,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1666666666666666,0.5,2.0,1.0,1.5,1.5,6.0,3.0,170.0,100.0,100.0,0.0,0.0,0.0,1270.0,1100.0,8823.333333333332,2794.4444444444443,0.14393653192293165,0.3936381709741551,01022023MOR04,morrumbene,f,glean,glean,2.0
198,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.0333333333333333,0.1333333333333333,3.0,2.0,0.625,0.375,3.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2333.333333333333,839.9999999999999,0.0,0.0,01022023MORB03,morrumbene,f,shrimp_net,shrimp_net,2.0
179,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.6666666666666666,0.6666666666666666,3.0,12.0,1.5,3.0,9.0,72.0,300.0,1800.0,0.0,0.0,0.0,0.0,300.0,1800.0,380.0,1840.0,0.7894736842105263,0.9782608695652174,04032023NGUB02,nguja,f,glean,glean,2.0
193,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.2666666666666666,0.1666666666666666,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,4608.0,0.0,0.0,01022023MORB01,morrumbene,m,shrimp_net,shrimp_net,2.0
137,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.2,0.3333333333333333,5.0,3.0,10.0,12.0,100.0,72.0,1100.0,1320.0,0.0,0.0,0.0,0.0,1100.0,1320.0,26283.333333333332,9786.666666666666,0.04185161699429296,0.1348773841961853,08022023MADB06,madava,m,gill_net,fish,2.0
180,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.6,0.3333333333333333,8.0,4.0,5.0,3.0,80.0,24.0,2533.333333333333,608.0,0.0,0.0,0.0,0.0,2533.333333333333,608.0,2533.333333333333,608.0,1.0,1.0,04032023NGUB03,nguja,f,glean,glean,2.0
162,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1,0.1,3.0,2.0,2.0,4.0,12.0,16.0,400.0,426.66666666666663,0.0,0.0,0.0,0.0,400.0,426.66666666666663,3230.666666666666,1026.6666666666665,0.12381345439537765,0.4155844155844156,09032023NHCHB08,nhamaxaxa,f,shrimp_net,shrimp_net,2.0
191,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.3333333333333333,0.6666666666666666,4.0,4.0,1.0,2.0,8.0,16.0,400.0,666.6666666666667,0.0,0.0,1300.0,1300.0,400.0,666.6666666666667,8840.0,3926.6666666666665,0.04524886877828054,0.16977928692699493,04032023NGUB07,nguja,f,shrimp_net,shrimp_net,2.0
189,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.2666666666666666,0.2333333333333333,3.0,4.0,2.0,1.0,12.0,8.0,180.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,2846.666666666666,8400.0,0.06323185011709603,0.0,04032023NGUB06,nguja,m,gill_net,fish,2.0
7,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.2333333333333333,0.1666666666666666,15.0,15.0,5.0,5.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27600.0,0.0,0.0,0.0,13022023NHMUB01,nhamua,m,fence_trap,fish,2.0
158,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.0666666666666666,0.0666666666666666,2.0,0.0,2.0,,8.0,,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3600.0,800.0,0.05555555555555555,0.0,17022023NHCHB05,nhamaxaxa,m,hand_line,fish,2.0
11,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1,0.2,6.0,2.0,10.0,2.0,120.0,8.0,800.0,66.66666666666666,1200.0,0.0,6000.0,6000.0,2000.0,66.66666666666666,11973.333333333332,7700.666666666666,0.1670378619153675,0.008657259111765214,13022023NHMUB03,nhamua,m,gill_net,fish,2.0
143,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1,0.2333333333333333,7.0,7.0,1.0,1.0,14.0,14.0,233.33333333333331,233.33333333333331,0.0,0.0,0.0,0.0,233.33333333333331,233.33333333333331,2300.8666666666663,1866.9999999999998,0.1014110624981891,0.12497768255668631,08022023MADB08,madava,f,shrimp_net,shrimp_net,2.0
258,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1666666666666666,0.2333333333333333,3.0,7.0,6.0,24.0,36.0,336.0,273.6,2553.6,0.0,0.0,0.0,0.0,273.6,2553.6,12993.6,11817.6,0.02105652013298855,0.21608448415922013,07022023CUGB05,kuguana,m,drag_net,fish,2.0
19,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.0333333333333333,0.0333333333333333,1.0,1.0,3.0,3.0,6.0,6.0,225.0,225.0,0.0,0.0,0.0,0.0,225.0,225.0,8325.0,4225.0,0.02702702702702703,0.05325443786982249,15022023JOSB01,josina_machel,m,gill_net,fish,2.0
126,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1666666666666666,0.1666666666666666,8.0,8.0,4.0,2.5,64.0,40.0,640.0,666.6666666666666,0.0,0.0,0.0,0.0,640.0,666.6666666666666,9082.666666666666,4002.666666666667,0.0704638872577804,0.16655562958027978,08022023MADB04,madava,f,shrimp_net,shrimp_net,2.0
231,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1666666666666666,0.8333333333333334,5.0,10.0,2.0,8.0,20.0,160.0,500.0,7000.0,0.0,0.0,0.0,0.0,500.0,7000.0,13940.0,7504.0,0.035868005738880916,0.9328358208955224,1902023ILHB06,ilha,f,glean,glean,2.0
0,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,1.0,1.0,4.0,4.0,1.0,1.0,8.0,8.0,333.33333333333337,333.33333333333337,0.0,0.0,300.0,300.0,333.33333333333337,333.33333333333337,633.3333333333334,633.3333333333334,0.5263157894736843,0.5263157894736843,13022023NHAMUB02,nhamua,f,glean,glean,2.0
246,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.1333333333333333,0.2333333333333333,4.0,15.0,5.0,12.5,40.0,375.0,1000.0,8750.0,240.0,3749.9999999999986,16500.0,16500.0,1240.0,12499.999999999998,22912.0,68260.25,0.05412011173184358,0.18312268120904918,24012023CUGB02,kuguana,m,gill_net,fish,2.0
52,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.0666666666666666,0.0,9.0,,2.0,,36.0,,419.99999999999994,0.0,0.0,0.0,0.0,0.0,419.99999999999994,0.0,30822.619047619046,3834.666666666667,0.013626356649028618,0.0,04022023CHAB07,chamane,m,gill_net,fish,2.0
171,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.3,0.6666666666666666,4.0,6.0,1.0,4.0,8.0,48.0,400.0,960.0,0.0,0.0,0.0,0.0,400.0,960.0,400.0,960.0,1.0,1.0,14022023SAHB05,sahane,f,glean,glean,2.0
223,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.2,0.2,15.0,15.0,12.0,6.0,360.0,180.0,12600.0,6300.0,0.0,0.0,0.0,0.0,12600.0,6300.0,27960.0,26640.0,0.45064377682403434,0.23648648648648649,18022023ILHB01,ilha,m,fence_trap,fish,2.0
92,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.0333333333333333,0.0,1.0,,0.625,,1.25,,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,02022023MARB08,marrambone,m,basket_trap,fish,2.0
93,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.2,0.1333333333333333,4.0,4.0,1.0,1.0,8.0,8.0,306.6666666666667,306.6666666666667,0.0,0.0,0.0,0.0,306.6666666666667,306.6666666666667,4306.666666666666,1640.0000000000002,0.07120743034055729,0.18699186991869918,02022023MARB09,marrambone,f,shrimp_net,shrimp_net,2.0
47,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.7666666666666667,0.8666666666666667,11.0,4.0,3.0,2.0,66.0,16.0,2640.0,453.3333333333333,0.0,0.0,0.0,0.0,2640.0,453.3333333333333,3160.0,773.3333333333333,0.8354430379746836,0.5862068965517242,04022023CHAB06,chamane,f,glean,glean,2.0
82,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,0.2333333333333333,0.1333333333333333,15.0,4.0,12.0,6.0,360.0,48.0,8000.000000000001,1920.0000000000002,7199.999999999998,720.0000000000001,6500.0,6500.0,15200.0,4740.0,49668.66666666666,26501.6,0.3060279451834155,0.1788571256075105,02022023MARB05,marrambone,m,fence_trap,fish,2.0
