,resource_id,sg_dep_median,sg_dep_cat,social,ParentGlobalID,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,id,ccp,gender,fish_pract,pract_cat
155,04,3.0,high,0.2,cc36442d-39f0-46d9-996a-421e2a247b36,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,09022023NHMPB01,nhampossa,m,basket_trap,fish
217,04,3.0,high,0.3333333333333333,ba1de70c-3350-4192-9540-077338da9ce6,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,17022023NHCHB05,nhamaxaxa,m,hand_line,fish
231,04,3.0,high,0.6666666666666666,a6e2b0b2-8d88-42c8-b600-7b0619713312,pata,dzipata,peixe zebras,Terapon jarbua,Teraponidae,bony fish,fish,1.0,04032023NGUB01,nguja,m,hand_line,fish
224,06,2.5,mod,0.5,f1ab0d58-a047-4854-9fab-5639a38d0919,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,14022023SAHB02,sahane,m,hand_line,fish
10,06,2.5,mod,0.1666666666666666,1205bf41-13d7-4421-b564-4a77c527cd17,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,13022023NHMUB01,nhamua,m,fence_trap,fish
39,06,2.5,mod,0.1666666666666666,e6132e33-e9f3-45ea-a5cf-7d565844a22c,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,15022023JOSB06,josina_machel,m,hand_line,fish
31,06,2.5,mod,0.5,c440707b-35aa-4bca-abca-50c81f169c89,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,15022023JOSB01,josina_machel,m,gill_net,fish
146,06,2.5,mod,0.0333333333333333,72b20ec3-78b0-44b1-8f62-06504a26e4c5,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,31012023MUCB06,mucucune,m,gill_net,fish
164,06,2.5,mod,0.0666666666666666,caac8748-ebed-413c-a5d2-a635b5bd8932,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,09022023NHMPB04,nhampossa,m,fence_trap,fish
116,06,2.5,mod,0.3,c4bf73af-5f99-4b43-abd8-9373a369c415,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,02022023MARB07,marrambone,m,gill_net,fish
130,06,2.5,mod,0.1333333333333333,b1aecc22-d28c-4728-9c70-966d76a26e88,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,31012023MUB02,mucucune,m,fence_trap,fish
98,06,2.5,mod,0.0666666666666666,fa135abb-d0cf-4f86-81fa-d786fd8a957a,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,02022023MARB04,marrambone,f,shrimp_net,shrimp_net
99,06,2.5,mod,0.0666666666666666,fa135abb-d0cf-4f86-81fa-d786fd8a957a,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,02022023MARB04,marrambone,f,gill_net,fish
281,06,2.5,mod,0.3666666666666666,f5769b1d-ab41-4ec3-9364-13194af91f08,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,19022023ILHB05,ilha,m,hand_line,fish
156,06,2.5,mod,0.2333333333333333,a00016e0-0782-4f50-a9a8-4a5e202f5c50,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,09022023NHMPB02,nhampossa,m,gill_net,fish
106,06,2.5,mod,0.1333333333333333,e8d84b41-6838-4a4d-b98d-66385c122993,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,02022023MARB05,marrambone,m,fence_trap,fish
125,06,2.5,mod,0.0666666666666666,47619fa4-71bc-4eef-b706-4e52c3cd7db8,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,31012023MUCB01,mucucune,m,basket_trap,fish
97,06,2.5,mod,0.0666666666666666,fa135abb-d0cf-4f86-81fa-d786fd8a957a,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,02022023MARB04,marrambone,f,glean,glean
16,07,0.0,none,0.1666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,13022023NHMUB03,nhamua,m,gill_net,fish
179,07,0.0,none,0.1428333333333333,be5b94c1-65c2-44dc-af3c-8a0c1f35f055,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,08022023MADB02,madava,m,drag_net,fish
17,07,0.0,none,0.1666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,13022023NHMUB03,nhamua,m,glean,glean
28,07,0.0,none,0.1666666666666666,0d25df79-dc4d-42aa-9bc9-3b705d683d68,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,16022023NHMUB06,nhamua,m,gill_net,fish
8,07,0.0,none,0.1333333333333333,1205bf41-13d7-4421-b564-4a77c527cd17,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,13022023NHMUB01,nhamua,m,fence_trap,fish
5,07,0.0,none,1.0,8b4320ee-bf8d-4616-b0bc-d8bc33e9cc99,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,16022023NHMUB07,nhamua,m,gill_net,fish
267,10,0.0,none,0.6,275be6f1-5e39-4787-a0f6-e532bee2ef83,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,01022023MORB07,morrumbene,m,drag_net,fish
263,10,0.0,none,0.1666666666666666,b4a29a62-c0e1-40fd-835b-a134449801ca,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,O1O22023MOR06,morrumbene,m,drag_net,fish
259,10,0.0,none,0.2,d92b97c0-4a75-4f45-9115-4cb6ac9109ad,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,01022023MORBO5,morrumbene,m,fence_trap,fish
255,10,0.0,none,0.2666666666666666,943aa64d-7c5c-4594-944e-529e0b325617,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,01022023MOR04,morrumbene,f,glean,glean
268,10,0.0,none,0.6,275be6f1-5e39-4787-a0f6-e532bee2ef83,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,01022023MORB07,morrumbene,m,glean,glean
178,11,0.0,none,0.1428333333333333,be5b94c1-65c2-44dc-af3c-8a0c1f35f055,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,08022023MADB02,madava,m,drag_net,fish
285,11,0.0,none,1.0,66a27df6-476b-4917-8244-24e557b34ede,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,19022023ILHB07,ilha,m,gill_net,fish
289,50,3.0,high,0.2,217d4e9d-94cc-407a-9aaf-9dabfa977971,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,24012023CUGB01,kuguana,m,drag_net,fish
227,50,3.0,high,1.0,b5c8d980-c4f9-408d-93d1-0b4dad9a664c,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,14022023SAHB05,sahane,f,glean,glean
160,50,3.0,high,0.3,1469e0fd-0691-405e-b1e8-c144e854fbb7,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,09022023NHMPB03,nhampossa,f,shrimp_net,shrimp_net
165,50,3.0,high,0.4666666666666667,caac8748-ebed-413c-a5d2-a635b5bd8932,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,09022023NHMPB04,nhampossa,m,fence_trap,fish
311,50,3.0,high,0.2333333333333333,454f8afd-86aa-4418-80e3-4e1ccb572b8c,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,07022023CUGB06,kuguana,m,fence_trap,fish
233,50,3.0,high,0.3333333333333333,dc97eb44-cd78-4a2c-88bb-90d04851de2c,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,04032023NGUB03,nguja,f,glean,glean
169,50,3.0,high,0.3333333333333333,a9325c3b-f81d-431a-9628-6b0b57ede5e3,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,09022023NHMPB05,nhampossa,f,gill_net,fish
282,50,3.0,high,1.0,c0927898-6afe-4a7f-98d1-4ec395b0e647,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,1902023ILHB06,ilha,f,glean,glean
183,50,3.0,high,0.1333333333333333,719608f1-9b88-42cc-b983-888cd656656a,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,08022023MADB04,madava,f,shrimp_net,shrimp_net
232,50,3.0,high,1.0,a9702bf4-6440-4e06-9f33-8f26a998afd3,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,04032023NGUB02,nguja,f,glean,glean
184,50,3.0,high,0.1333333333333333,719608f1-9b88-42cc-b983-888cd656656a,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,08022023MADB04,madava,f,glean,glean
260,50,3.0,high,0.2333333333333333,d92b97c0-4a75-4f45-9115-4cb6ac9109ad,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,01022023MORBO5,morrumbene,m,fence_trap,fish
193,50,3.0,high,0.2333333333333333,6aff3bd5-1d7f-4dfc-a530-7fd33a3b1432,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,08022023MADB05,madava,m,gill_net,fish
198,50,3.0,high,0.1333333333333333,8407b1b2-9c62-4161-a560-a8c8415ca76a,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,08022023MADB06,madava,m,gill_net,fish
257,50,3.0,high,0.2666666666666666,943aa64d-7c5c-4594-944e-529e0b325617,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,01022023MOR04,morrumbene,f,glean,glean
243,50,3.0,high,0.1666666666666666,04827c1d-3bba-4bcb-a8be-1af1c071e30f,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,01022023MORB02,morrumbene,f,glean,glean
242,50,3.0,high,0.1666666666666666,04827c1d-3bba-4bcb-a8be-1af1c071e30f,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,01022023MORB02,morrumbene,f,shrimp_net,shrimp_net
283,50,3.0,high,1.0,c0927898-6afe-4a7f-98d1-4ec395b0e647,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,1902023ILHB06,ilha,f,shrimp_net,shrimp_net
225,50,3.0,high,1.0,2dd5e1ed-eeed-47b2-827d-a0705fc23c7a,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,14022023SAHB03,sahane,f,glean,glean
0,50,3.0,high,0.3333333333333333,5242b473-cb0e-43ec-bc8f-6e626f4ee1d3,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,13022023NHAMUB02,nhamua,f,glean,glean
153,50,3.0,high,0.2,615838ac-55f5-4537-ba76-fecefaddd226,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,31012023MUCB08,mucucune,f,shrimp_net,shrimp_net
108,50,3.0,high,0.1333333333333333,e8d84b41-6838-4a4d-b98d-66385c122993,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,02022023MARB05,marrambone,m,fence_trap,fish
32,50,3.0,high,1.0,c970df6e-cd2f-4068-a322-0f4b0018e5f5,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,15022023JOSB02,josina_machel,m,diving,fish
126,50,3.0,high,0.4333333333333333,47619fa4-71bc-4eef-b706-4e52c3cd7db8,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,31012023MUCB01,mucucune,m,basket_trap,fish
131,50,3.0,high,0.4666666666666667,b1aecc22-d28c-4728-9c70-966d76a26e88,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,31012023MUB02,mucucune,m,fence_trap,fish
19,50,3.0,high,0.1666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,13022023NHMUB03,nhamua,m,glean,glean
132,50,3.0,high,0.3333333333333333,84267d00-7c2a-415c-b15e-d1f3a08a24ea,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,31012023MUCB03,mucucune,f,glean,glean
18,50,3.0,high,0.1666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,13022023NHMUB03,nhamua,m,gill_net,fish
9,50,3.0,high,0.1,1205bf41-13d7-4421-b564-4a77c527cd17,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,13022023NHMUB01,nhamua,m,fence_trap,fish
135,50,3.0,high,0.4666666666666667,668fcae1-2e89-417d-b2f7-cca29ae88fcf,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,31012023MUCB04,mucucune,f,glean,glean
33,50,3.0,high,1.0,c970df6e-cd2f-4068-a322-0f4b0018e5f5,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,15022023JOSB02,josina_machel,m,glean,glean
40,50,3.0,high,0.1333333333333333,e6132e33-e9f3-45ea-a5cf-7d565844a22c,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,15022023JOSB06,josina_machel,m,hand_line,fish
34,50,3.0,high,1.0,3e185060-4034-4ece-9bd3-fa7aad0a4c83,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,15022023JOSB03,josina_machel,m,glean,glean
56,50,3.0,high,0.2666666666666666,7dc8a846-da63-495f-815e-10c1c4b6720d,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,04022023CHAB04,chamane,f,shrimp_net,shrimp_net
60,50,3.0,high,0.2333333333333333,7793fa9e-5754-44f7-a642-e8e243e6ff55,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,04022023CHAB05,chamane,m,shrimp_net,shrimp_net
151,50,3.0,high,0.4666666666666667,a744e3c9-d3d2-4588-b6cd-900a3f4f4286,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,31012023MUCB07,mucucune,f,shrimp_net,shrimp_net
81,50,3.0,high,0.2666666666666666,786726d4-2b8e-46a0-ab5f-1339cbe1ab7b,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,26012023MARB01,marrambone,f,shrimp_net,shrimp_net
83,50,3.0,high,0.5,6e76bb44-7881-4dfe-aff2-019452e7f1ef,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,02022023MARB02,marrambone,f,glean,glean
84,50,3.0,high,0.5,6e76bb44-7881-4dfe-aff2-019452e7f1ef,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,02022023MARB02,marrambone,f,shrimp_net,shrimp_net
141,50,3.0,high,0.25,942decee-217f-4b36-be4c-3948ed7665d0,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,31012023MUCB05,mucucune,m,hand_line,fish
44,50,3.0,high,1.0,21b02f45-d7ae-4f05-9a52-89dad34349af,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,04022023CHAB01,chamane,m,glean,glean
117,50,3.0,high,0.0666666666666666,c4bf73af-5f99-4b43-abd8-9373a369c415,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,02022023MARB07,marrambone,m,gill_net,fish
42,50,3.0,high,0.6666666666666666,59848ba5-82a3-4de3-b546-44d37605c0d9,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,15022023JOSB07,josina_machel,m,diving,fish
147,50,3.0,high,0.3,72b20ec3-78b0-44b1-8f62-06504a26e4c5,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,31012023MUCB06,mucucune,m,gill_net,fish
205,52,0.0,none,0.3333333333333333,1436c090-ffc1-44f1-8a1f-115e2164b9b1,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,08022023MADB08,madava,f,glean,glean
312,52,0.0,none,0.2,454f8afd-86aa-4418-80e3-4e1ccb572b8c,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,07022023CUGB06,kuguana,m,fence_trap,fish
261,52,0.0,none,0.1666666666666666,d92b97c0-4a75-4f45-9115-4cb6ac9109ad,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,01022023MORBO5,morrumbene,m,fence_trap,fish
180,52,0.0,none,0.2666666666666666,632655b3-8586-4c96-bf14-73c3ddeea90e,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,08022023MADB03,madava,m,fence_trap,fish
204,52,0.0,none,0.3333333333333333,1436c090-ffc1-44f1-8a1f-115e2164b9b1,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,08022023MADB08,madava,f,shrimp_net,shrimp_net
194,52,0.0,none,0.2333333333333333,6aff3bd5-1d7f-4dfc-a530-7fd33a3b1432,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,08022023MADB05,madava,m,gill_net,fish
172,52,0.0,none,0.5333333333333333,e12a739b-ed4a-4ff7-94db-d034a066dd23,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,08022023MADB01,madava,f,fence_trap,fish
171,52,0.0,none,0.5333333333333333,e12a739b-ed4a-4ff7-94db-d034a066dd23,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,08022023MADB01,madava,f,shrimp_net,shrimp_net
185,52,0.0,none,0.1333333333333333,719608f1-9b88-42cc-b983-888cd656656a,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,08022023MADB04,madava,f,shrimp_net,shrimp_net
186,52,0.0,none,0.1333333333333333,719608f1-9b88-42cc-b983-888cd656656a,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,08022023MADB04,madava,f,glean,glean
214,52,0.0,none,0.7,8719e18a-7160-440e-884e-330fdba6d7a1,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,17022023NHCHB02,nhamaxaxa,f,glean,glean
264,52,0.0,none,0.1333333333333333,b4a29a62-c0e1-40fd-835b-a134449801ca,gihologo,sihologo,Santola,Scylla serrata ,Portunidae,crustacean,crabs,1.0,O1O22023MOR06,morrumbene,m,drag_net,fish
199,53,0.0,none,0.2333333333333333,8407b1b2-9c62-4161-a560-a8c8415ca76a,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,08022023MADB06,madava,m,gill_net,fish
287,53,0.0,none,0.1666666666666666,217d4e9d-94cc-407a-9aaf-9dabfa977971,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,24012023CUGB01,kuguana,m,drag_net,fish
181,53,0.0,none,0.2333333333333333,632655b3-8586-4c96-bf14-73c3ddeea90e,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,08022023MADB03,madava,m,fence_trap,fish
313,53,0.0,none,0.2333333333333333,454f8afd-86aa-4418-80e3-4e1ccb572b8c,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,07022023CUGB06,kuguana,m,fence_trap,fish
299,53,0.0,none,0.3666666666666666,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,gill_net,fish
298,53,0.0,none,0.3666666666666666,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,glean,glean
297,53,0.0,none,0.3666666666666666,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net
315,53,0.0,none,0.3666666666666666,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,07022023CUGB07,kuguana,m,fence_trap,fish
308,53,0.0,none,0.2666666666666666,368b8b4c-a618-434a-8ebe-7f7fa8c143fc,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,07022023CUGB05,kuguana,m,drag_net,fish
265,54,1.0,low,0.3,b4a29a62-c0e1-40fd-835b-a134449801ca,honho,mihonho,Lula,Loliginidae,Loliginidae,cephlopod,cephlopods,1.0,O1O22023MOR06,morrumbene,m,drag_net,fish
309,55,3.0,high,0.4666666666666667,368b8b4c-a618-434a-8ebe-7f7fa8c143fc,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,07022023CUGB05,kuguana,m,drag_net,fish
290,55,3.0,high,0.1666666666666666,217d4e9d-94cc-407a-9aaf-9dabfa977971,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,24012023CUGB01,kuguana,m,drag_net,fish
316,55,3.0,high,0.3333333333333333,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,07022023CUGB07,kuguana,m,fence_trap,fish
248,56,1.5,mod,0.1666666666666666,f33778b3-3301-4691-80c6-68692988559b,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB03,morrumbene,f,shrimp_net,shrimp_net
310,56,1.5,mod,0.2666666666666666,368b8b4c-a618-434a-8ebe-7f7fa8c143fc,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,07022023CUGB05,kuguana,m,drag_net,fish
52,56,1.5,mod,0.3,d4d143b4-de71-42bd-be9e-b42bcadd5863,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,04022023CHAB03,chamane,m,hand_line,fish
53,56,1.5,mod,0.3,d4d143b4-de71-42bd-be9e-b42bcadd5863,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,04022023CHAB03,chamane,m,shrimp_net,shrimp_net
256,56,1.5,mod,0.2,943aa64d-7c5c-4594-944e-529e0b325617,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MOR04,morrumbene,f,glean,glean
