,resource_id,sg_dep_median,sg_dep_cat,social,ParentGlobalID,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,id,ccp,gender,fish_pract,pract_cat
57,56,1.5,mod,0.1666666666666666,7dc8a846-da63-495f-815e-10c1c4b6720d,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,04022023CHAB04,chamane,f,shrimp_net,shrimp_net
240,56,1.5,mod,0.3666666666666666,04827c1d-3bba-4bcb-a8be-1af1c071e30f,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB02,morrumbene,f,shrimp_net,shrimp_net
241,56,1.5,mod,0.3666666666666666,04827c1d-3bba-4bcb-a8be-1af1c071e30f,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB02,morrumbene,f,glean,glean
249,56,1.5,mod,0.1666666666666666,f33778b3-3301-4691-80c6-68692988559b,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB03,morrumbene,f,glean,glean
314,56,1.5,mod,0.3333333333333333,454f8afd-86aa-4418-80e3-4e1ccb572b8c,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,07022023CUGB06,kuguana,m,fence_trap,fish
317,56,1.5,mod,0.3,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,07022023CUGB07,kuguana,m,fence_trap,fish
239,56,1.5,mod,1.0,5bf5b760-0855-442e-8ccf-d32db9f09235,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB01,morrumbene,m,shrimp_net,shrimp_net
20,56,1.5,mod,0.1666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,13022023NHMUB03,nhamua,m,gill_net,fish
304,56,1.5,mod,0.3,074701a4-86f2-4beb-a67e-b12fc841f7fe,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,07022023CUGB04,kuguana,f,shrimp_net,shrimp_net
305,56,1.5,mod,0.3,074701a4-86f2-4beb-a67e-b12fc841f7fe,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,07022023CUGB04,kuguana,f,drag_net,fish
238,56,1.5,mod,1.0,c07b295a-d4ce-4f79-b7c1-c11f284e02c4,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,04032023NGUB08,nguja,f,shrimp_net,shrimp_net
21,56,1.5,mod,0.1666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,13022023NHMUB03,nhamua,m,glean,glean
26,56,1.5,mod,1.0,4baf4004-6764-4530-a467-07a85d6231ee,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,16022023NHMUB04,nhamua,f,shrimp_net,shrimp_net
29,56,1.5,mod,1.0,84c51f1a-1d76-4548-b5d1-2ff016fdff3c,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,16022023NHMUB08,nhamua,f,shrimp_net,shrimp_net
291,56,1.5,mod,0.3333333333333333,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net
276,56,1.5,mod,,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,18022023ILHB02,ilha,f,glean,glean
292,56,1.5,mod,0.3333333333333333,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,glean,glean
41,56,1.5,mod,0.3,e6132e33-e9f3-45ea-a5cf-7d565844a22c,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,15022023JOSB06,josina_machel,m,hand_line,fish
275,56,1.5,mod,,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,18022023ILHB02,ilha,f,shrimp_net,shrimp_net
35,56,1.5,mod,1.0,37446c9d-41b8-4942-8a68-e30fce638745,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,15022023JOSB04,josina_machel,m,shrimp_net,shrimp_net
270,56,1.5,mod,0.4,275be6f1-5e39-4787-a0f6-e532bee2ef83,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB07,morrumbene,m,glean,glean
269,56,1.5,mod,0.4,275be6f1-5e39-4787-a0f6-e532bee2ef83,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB07,morrumbene,m,drag_net,fish
36,56,1.5,mod,1.0,339c9818-8caa-4798-9a51-85ba26bc71c3,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,15022023JOSB05,josina_machel,f,shrimp_net,shrimp_net
301,56,1.5,mod,0.6333333333333333,f24eae6e-daf3-4cb3-bc7f-4c8139f8238b,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,07022023CUGB03,kuguana,f,glean,glean
266,56,1.5,mod,0.2,b4a29a62-c0e1-40fd-835b-a134449801ca,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,O1O22023MOR06,morrumbene,m,drag_net,fish
288,56,1.5,mod,0.3,217d4e9d-94cc-407a-9aaf-9dabfa977971,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,24012023CUGB01,kuguana,m,drag_net,fish
293,56,1.5,mod,0.3333333333333333,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,gill_net,fish
154,56,1.5,mod,0.8,615838ac-55f5-4537-ba76-fecefaddd226,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,31012023MUCB08,mucucune,f,shrimp_net,shrimp_net
237,56,1.5,mod,1.0,8c4c8baa-dafa-48c6-bb34-4944108c5851,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,04032023NGUB07,nguja,f,shrimp_net,shrimp_net
235,56,1.5,mod,0.6666666666666666,efe0ad7e-97bf-4dbb-802a-4e8575a54c9d,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,04032023NGUB06,nguja,m,gill_net,fish
206,56,1.5,mod,0.3333333333333333,1436c090-ffc1-44f1-8a1f-115e2164b9b1,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,08022023MADB08,madava,f,shrimp_net,shrimp_net
207,56,1.5,mod,0.3333333333333333,1436c090-ffc1-44f1-8a1f-115e2164b9b1,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,08022023MADB08,madava,f,glean,glean
195,56,1.5,mod,0.2333333333333333,6aff3bd5-1d7f-4dfc-a530-7fd33a3b1432,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,08022023MADB05,madava,m,gill_net,fish
188,56,1.5,mod,0.3333333333333333,719608f1-9b88-42cc-b983-888cd656656a,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,08022023MADB04,madava,f,glean,glean
187,56,1.5,mod,0.3333333333333333,719608f1-9b88-42cc-b983-888cd656656a,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,08022023MADB04,madava,f,shrimp_net,shrimp_net
215,56,1.5,mod,1.0,affb9ddf-bde5-4005-8a5c-962978da994f,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,17022023NHCHB04,nhamaxaxa,m,gill_net,fish
102,56,1.5,mod,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB04,marrambone,f,gill_net,fish
101,56,1.5,mod,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB04,marrambone,f,shrimp_net,shrimp_net
100,56,1.5,mod,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB04,marrambone,f,glean,glean
219,56,1.5,mod,0.3333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,09032023NHCHB07,nhamaxaxa,m,hand_line,fish
182,56,1.5,mod,0.5,632655b3-8586-4c96-bf14-73c3ddeea90e,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,08022023MADB03,madava,m,fence_trap,fish
220,56,1.5,mod,1.0,c084112a-11e6-48d0-848c-4b62c67bb16f,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,09032023NHCHB08,nhamaxaxa,f,shrimp_net,shrimp_net
221,56,1.5,mod,1.0,c084112a-11e6-48d0-848c-4b62c67bb16f,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,09032023NHCHB08,nhamaxaxa,f,glean,glean
87,56,1.5,mod,1.0,ae7d8f6f-e1d1-484c-b65d-5b64c4bec7b8,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB03,marrambone,f,shrimp_net,shrimp_net
86,56,1.5,mod,0.5,6e76bb44-7881-4dfe-aff2-019452e7f1ef,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB02,marrambone,f,shrimp_net,shrimp_net
222,56,1.5,mod,1.0,fbee7783-67bd-4ec0-86d8-32300ae0d600,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,14022023SAHB01,sahane,m,shrimp_net,shrimp_net
136,56,1.5,mod,0.2333333333333333,668fcae1-2e89-417d-b2f7-cca29ae88fcf,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,31012023MUCB04,mucucune,f,glean,glean
234,56,1.5,mod,0.6666666666666666,dc97eb44-cd78-4a2c-88bb-90d04851de2c,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,04032023NGUB03,nguja,f,glean,glean
152,56,1.5,mod,0.5333333333333333,a744e3c9-d3d2-4588-b6cd-900a3f4f4286,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,31012023MUCB07,mucucune,f,shrimp_net,shrimp_net
78,56,1.5,mod,0.2333333333333333,fb35740b-c147-41b7-b604-35eed1bf5c77,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,04022023CHAB08,chamane,m,gill_net,fish
79,56,1.5,mod,0.2333333333333333,fb35740b-c147-41b7-b604-35eed1bf5c77,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,04022023CHAB08,chamane,m,shrimp_net,shrimp_net
161,56,1.5,mod,0.3333333333333333,1469e0fd-0691-405e-b1e8-c144e854fbb7,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,09022023NHMPB03,nhampossa,f,shrimp_net,shrimp_net
85,56,1.5,mod,0.5,6e76bb44-7881-4dfe-aff2-019452e7f1ef,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB02,marrambone,f,glean,glean
148,56,1.5,mod,0.0666666666666666,72b20ec3-78b0-44b1-8f62-06504a26e4c5,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,31012023MUCB06,mucucune,m,gill_net,fish
200,56,1.5,mod,0.3333333333333333,8407b1b2-9c62-4161-a560-a8c8415ca76a,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,08022023MADB06,madava,m,gill_net,fish
166,56,1.5,mod,0.1333333333333333,caac8748-ebed-413c-a5d2-a635b5bd8932,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,09022023NHMPB04,nhampossa,m,fence_trap,fish
82,56,1.5,mod,0.5,786726d4-2b8e-46a0-ab5f-1339cbe1ab7b,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,26012023MARB01,marrambone,f,shrimp_net,shrimp_net
170,56,1.5,mod,0.6666666666666666,a9325c3b-f81d-431a-9628-6b0b57ede5e3,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,09022023NHMPB05,nhampossa,f,gill_net,fish
173,56,1.5,mod,0.4666666666666667,e12a739b-ed4a-4ff7-94db-d034a066dd23,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,08022023MADB01,madava,f,shrimp_net,shrimp_net
174,56,1.5,mod,0.4666666666666667,e12a739b-ed4a-4ff7-94db-d034a066dd23,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,08022023MADB01,madava,f,fence_trap,fish
142,56,1.5,mod,0.25,942decee-217f-4b36-be4c-3948ed7665d0,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,31012023MUCB05,mucucune,m,hand_line,fish
3,60,3.0,high,0.3333333333333333,3f3b6da1-f4ee-467b-9647-aefe9851351f,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,16022023NHMUB05,nhamua,f,glean,glean
22,60,3.0,high,0.0666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,13022023NHMUB03,nhamua,m,gill_net,fish
284,60,3.0,high,1.0,27221a9d-a61e-4908-8da8-4e0e2783119e,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,19022023ILHB08,ilha,f,glean,glean
23,60,3.0,high,0.0666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,13022023NHMUB03,nhamua,m,glean,glean
277,60,3.0,high,0.6666666666666666,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,18022023ILHB02,ilha,f,shrimp_net,shrimp_net
61,60,3.0,high,0.2,7793fa9e-5754-44f7-a642-e8e243e6ff55,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,04022023CHAB05,chamane,m,shrimp_net,shrimp_net
1,60,3.0,high,0.3333333333333333,5242b473-cb0e-43ec-bc8f-6e626f4ee1d3,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,13022023NHAMUB02,nhamua,f,glean,glean
278,60,3.0,high,0.6666666666666666,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,18022023ILHB02,ilha,f,glean,glean
58,60,3.0,high,0.2333333333333333,7dc8a846-da63-495f-815e-10c1c4b6720d,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,04022023CHAB04,chamane,f,shrimp_net,shrimp_net
43,60,3.0,high,0.6666666666666666,1d5f5cdd-4deb-4017-ae95-ed677c22bd24,litewo,matewo,,Pinna muricata,Pinnidae,mollusc,bivalve,1.0,09032023JOSB08,josina_machel,f,glean,glean
25,61,3.0,high,0.1,310a5eff-b95e-4979-a0dd-c98a7703f436,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,1.0,13022023NHMUB03,nhamua,m,glean,glean
24,61,3.0,high,0.1,310a5eff-b95e-4979-a0dd-c98a7703f436,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,1.0,13022023NHMUB03,nhamua,m,gill_net,fish
4,61,3.0,high,0.3333333333333333,3f3b6da1-f4ee-467b-9647-aefe9851351f,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,1.0,16022023NHMUB05,nhamua,f,glean,glean
2,61,3.0,high,0.3333333333333333,5242b473-cb0e-43ec-bc8f-6e626f4ee1d3,livalo,mavalo,ostra,Margaritidae,Margaritidae,mollusc,bivalve,1.0,13022023NHAMUB02,nhamua,f,glean,glean
149,63,0.0,none,0.1,72b20ec3-78b0-44b1-8f62-06504a26e4c5,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1.0,31012023MUCB06,mucucune,m,gill_net,fish
210,63,0.0,none,1.0,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1.0,17022023NHCHB01,nhamaxaxa,f,shrimp_net,shrimp_net
211,63,0.0,none,1.0,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1.0,17022023NHCHB01,nhamaxaxa,f,glean,glean
133,63,0.0,none,0.3333333333333333,84267d00-7c2a-415c-b15e-d1f3a08a24ea,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1.0,31012023MUCB03,mucucune,f,glean,glean
137,63,0.0,none,0.1333333333333333,668fcae1-2e89-417d-b2f7-cca29ae88fcf,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1.0,31012023MUCB04,mucucune,f,glean,glean
212,63,0.0,none,0.1666666666666666,8719e18a-7160-440e-884e-330fdba6d7a1,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1.0,17022023NHCHB02,nhamaxaxa,f,glean,glean
251,64,0.0,none,0.5,f33778b3-3301-4691-80c6-68692988559b,lihutu,mahutu,Amêijoa,Siliqua polita,Pharidae,mollusc,bivalve,1.0,01022023MORB03,morrumbene,f,glean,glean
244,64,0.0,none,0.3,04827c1d-3bba-4bcb-a8be-1af1c071e30f,lihutu,mahutu,Amêijoa,Siliqua polita,Pharidae,mollusc,bivalve,1.0,01022023MORB02,morrumbene,f,shrimp_net,shrimp_net
245,64,0.0,none,0.3,04827c1d-3bba-4bcb-a8be-1af1c071e30f,lihutu,mahutu,Amêijoa,Siliqua polita,Pharidae,mollusc,bivalve,1.0,01022023MORB02,morrumbene,f,glean,glean
250,64,0.0,none,0.5,f33778b3-3301-4691-80c6-68692988559b,lihutu,mahutu,Amêijoa,Siliqua polita,Pharidae,mollusc,bivalve,1.0,01022023MORB03,morrumbene,f,shrimp_net,shrimp_net
203,68,0.0,none,1.0,8c5ddba3-d736-4831-b7e4-f18bb3d47eae,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,08022023MADB07,madava,f,glean,glean
307,68,0.0,none,0.3333333333333333,074701a4-86f2-4beb-a67e-b12fc841f7fe,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,07022023CUGB04,kuguana,f,drag_net,fish
246,68,0.0,none,0.1666666666666666,04827c1d-3bba-4bcb-a8be-1af1c071e30f,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,01022023MORB02,morrumbene,f,shrimp_net,shrimp_net
306,68,0.0,none,0.3333333333333333,074701a4-86f2-4beb-a67e-b12fc841f7fe,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,07022023CUGB04,kuguana,f,shrimp_net,shrimp_net
247,68,0.0,none,0.1666666666666666,04827c1d-3bba-4bcb-a8be-1af1c071e30f,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,01022023MORB02,morrumbene,f,glean,glean
252,68,0.0,none,0.3333333333333333,f33778b3-3301-4691-80c6-68692988559b,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,01022023MORB03,morrumbene,f,shrimp_net,shrimp_net
253,68,0.0,none,0.3333333333333333,f33778b3-3301-4691-80c6-68692988559b,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,01022023MORB03,morrumbene,f,glean,glean
208,68,0.0,none,0.3333333333333333,1436c090-ffc1-44f1-8a1f-115e2164b9b1,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,08022023MADB08,madava,f,shrimp_net,shrimp_net
209,68,0.0,none,0.3333333333333333,1436c090-ffc1-44f1-8a1f-115e2164b9b1,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,08022023MADB08,madava,f,glean,glean
190,68,0.0,none,0.3,719608f1-9b88-42cc-b983-888cd656656a,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,08022023MADB04,madava,f,glean,glean
196,68,0.0,none,0.1333333333333333,6aff3bd5-1d7f-4dfc-a530-7fd33a3b1432,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,08022023MADB05,madava,m,gill_net,fish
189,68,0.0,none,0.3,719608f1-9b88-42cc-b983-888cd656656a,nhanguedwa,nhanguedwa,canivetes,Solenidae,Solenidae,mollusc,bivalve,1.0,08022023MADB04,madava,f,shrimp_net,shrimp_net
226,69,0.0,none,1.0,0452b1c9-a249-4667-bf24-bb6969858009,simbatsani,simbatsani,,Garfarium pectinatum,Veneridae,mollusc,bivalve,1.0,14022023SAHB04,sahane,f,glean,glean
191,70,0.0,none,0.1,719608f1-9b88-42cc-b983-888cd656656a,nhakumbe,,Amêijoa,Serratina capsoides,Tellinidae,mollusc,bivalve,1.0,08022023MADB04,madava,f,shrimp_net,shrimp_net
192,70,0.0,none,0.1,719608f1-9b88-42cc-b983-888cd656656a,nhakumbe,,Amêijoa,Serratina capsoides,Tellinidae,mollusc,bivalve,1.0,08022023MADB04,madava,f,glean,glean
162,70,0.0,none,0.1666666666666666,1469e0fd-0691-405e-b1e8-c144e854fbb7,nhakumbe,,Amêijoa,Serratina capsoides,Tellinidae,mollusc,bivalve,1.0,09022023NHMPB03,nhampossa,f,shrimp_net,shrimp_net
319,70,0.0,none,0.5,d63dc568-99da-438e-bd41-3a79bf13b0d9,nhakumbe,,Amêijoa,Serratina capsoides,Tellinidae,mollusc,bivalve,1.0,07022023CUGBO8,kuguana,f,glean,glean
213,71,3.0,high,0.1333333333333333,8719e18a-7160-440e-884e-330fdba6d7a1,nhasastani,,Amêijoa,Callista florida,Veneridae,mollusc,bivalve,1.0,17022023NHCHB02,nhamaxaxa,f,glean,glean
112,74,0.0,none,0.1333333333333333,a9a9124d-f801-444e-a6ac-6f1064ecb6a6,likolo,makolo,Caracóis,Potamididae,Potamididae,mollusc,gastropod,1.0,02022023MARB06,marrambone,m,hand_line,fish
138,78,0.0,none,0.1666666666666666,668fcae1-2e89-417d-b2f7-cca29ae88fcf,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1.0,31012023MUCB04,mucucune,f,glean,glean
107,78,0.0,none,0.2,e8d84b41-6838-4a4d-b98d-66385c122993,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1.0,02022023MARB05,marrambone,m,fence_trap,fish
134,78,0.0,none,0.3333333333333333,84267d00-7c2a-415c-b15e-d1f3a08a24ea,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1.0,31012023MUCB03,mucucune,f,glean,glean
197,78,0.0,none,0.1666666666666666,6aff3bd5-1d7f-4dfc-a530-7fd33a3b1432,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1.0,08022023MADB05,madava,m,gill_net,fish
318,78,0.0,none,0.5,d63dc568-99da-438e-bd41-3a79bf13b0d9,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1.0,07022023CUGBO8,kuguana,f,glean,glean
150,78,0.0,none,0.1666666666666666,72b20ec3-78b0-44b1-8f62-06504a26e4c5,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1.0,31012023MUCB06,mucucune,m,gill_net,fish
62,78,0.0,none,0.4333333333333333,7793fa9e-5754-44f7-a642-e8e243e6ff55,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1.0,04022023CHAB05,chamane,m,shrimp_net,shrimp_net
